id_ticket,id_cliente,data_abertura,canal,categoria,texto_reclamacao,csat,nps
T000216,C00382,2025-08-21,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,10
T000217,C00383,2024-04-25,Chat,Dúvida,Como faço para alterar meu plano? Podem me contatar no c00383@exemplo.com.br.,3,6
T000218,C00383,2025-05-17,Chat,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,6
T000219,C00384,2023-04-04,Telefone,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c00384@exemplo.com.br e ainda não recebi retorno.",3,6
T000220,C00386,2025-01-18,Chat,Cobrança,Já pedi cancelamento e continuam cobrando. Falar com Diego Silva no telefone 21 3344-5566.,2,3
T000221,C00386,2025-01-23,Email,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,4
T000222,C00387,2024-04-28,Email,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000223,C00389,2023-05-18,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,6
T000224,C00389,2023-02-21,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Elaine Santos!",4,6
T000225,C00390,2024-02-10,Telefone,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,5
T000226,C00392,2024-11-15,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Diego Barbosa!",3,9
T000227,C00394,2024-02-03,Email,Técnico,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,2,4
T000228,C00394,2023-11-27,Telefone,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00394@exemplo.com.br.,3,5
T000229,C00395,2024-10-13,Telefone,Dúvida,Como faço para alterar meu plano? Podem me contatar no c00395@exemplo.com.br.,2,8
T000230,C00398,2023-05-02,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000231,C00398,2025-06-14,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Marina Carvalho!",5,10
T000232,C00401,2025-06-09,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000233,C00401,2023-09-07,Telefone,Técnico,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,6
T000234,C00401,2023-05-17,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000235,C00402,2024-05-06,Chat,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,8
T000236,C00403,2025-04-01,Chat,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,6
T000237,C00404,2023-05-15,Email,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00404@exemplo.com.br.,4,8
T000238,C00405,2024-07-03,Telefone,Cobrança,Já pedi cancelamento e continuam cobrando. Falar com Rafael Gomes no telefone 21 3344-5566.,2,4
T000239,C00405,2024-02-02,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Rafael Gomes!",3,6
T000240,C00407,2024-07-12,Telefone,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,2,7
T000241,C00407,2025-02-01,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",3,8
T000242,C00407,2025-05-28,Telefone,Técnico,Já pedi cancelamento e continuam cobrando. Falar com Ana Araújo no telefone 21 3344-5566.,1,6
T000243,C00408,2023-11-13,Chat,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,6
T000244,C00409,2024-04-02,Telefone,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,1,5
T000245,C00411,2024-11-02,Chat,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,6
T000246,C00414,2025-08-07,Email,Cobrança,Já pedi cancelamento e continuam cobrando. Falar com Lucas Melo no telefone 21 3344-5566.,3,4
T000247,C00416,2023-06-04,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Carla Ferreira!",4,6
T000248,C00418,2025-01-13,Telefone,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000249,C00419,2023-08-28,Email,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000250,C00421,2023-02-22,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,10
T000251,C00421,2025-02-01,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Gabriela Lima!",4,10
T000252,C00423,2023-04-10,Chat,Técnico,Já pedi cancelamento e continuam cobrando. Falar com Quezia Costa no telefone 21 3344-5566.,2,5
T000253,C00427,2024-11-15,Chat,Cancelamento,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,2,0
T000254,C00427,2023-06-06,Chat,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,2,0
T000255,C00428,2023-01-23,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Rafael Moraes!",3,6
T000256,C00428,2023-05-05,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00428@exemplo.com.br.,2,3
T000257,C00431,2025-02-06,Chat,Cobrança,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,2,1
T000258,C00433,2024-01-19,Telefone,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,6
T000259,C00437,2024-05-23,Chat,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,3
T000260,C00437,2023-10-02,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,6
T000261,C00440,2024-01-04,Chat,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000262,C00442,2025-05-07,Chat,Dúvida,Como faço para alterar meu plano? Podem me contatar no c00442@exemplo.com.br.,4,5
T000263,C00442,2023-05-28,Chat,Técnico,Já pedi cancelamento e continuam cobrando. Falar com Sofia Teixeira no telefone 21 3344-5566.,3,4
T000264,C00443,2023-02-05,Email,Técnico,"Serviço caindo toda hora, um absurdo. Meu email é c00443@exemplo.com.br e ainda não recebi retorno.",2,2
T000265,C00444,2024-06-01,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00444@exemplo.com.br.,3,4
T000266,C00445,2023-07-24,Chat,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000267,C00446,2024-04-07,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000268,C00446,2024-09-21,Chat,Dúvida,Como faço para alterar meu plano? Podem me contatar no c00446@exemplo.com.br.,4,8
T000269,C00447,2025-05-23,Telefone,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,2,3
T000270,C00448,2024-12-04,Chat,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,3
T000271,C00449,2025-03-05,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,7
T000272,C00450,2023-03-23,Email,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000273,C00451,2023-01-05,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Felipe Araújo!",3,8
T000274,C00452,2024-01-09,Chat,Cancelamento,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,4
T000275,C00456,2023-03-15,Email,Técnico,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,1,2
T000276,C00457,2024-03-14,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Quezia Ribeiro!",5,10
T000277,C00457,2025-01-11,Telefone,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,6
T000278,C00459,2023-06-20,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000279,C00460,2023-05-22,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,9
T000280,C00462,2023-09-10,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,8
T000281,C00464,2024-12-21,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,9
T000282,C00466,2025-04-24,Chat,Técnico,"Serviço caindo toda hora, um absurdo. Meu email é c00466@exemplo.com.br e ainda não recebi retorno.",3,6
T000283,C00468,2024-02-01,Email,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00468@exemplo.com.br.,4,3
T000284,C00469,2023-05-18,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000285,C00471,2025-08-08,Telefone,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c00471@exemplo.com.br e ainda não recebi retorno.",3,3
T000286,C00472,2023-11-26,Telefone,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,7
T000287,C00473,2024-02-13,Chat,Técnico,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,2
T000288,C00473,2024-10-10,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Quezia Gomes!",4,6
T000289,C00477,2024-03-05,Email,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,5
T000290,C00477,2023-11-17,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,7
T000291,C00477,2024-07-16,Telefone,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,5
T000292,C00479,2024-05-11,Email,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000293,C00480,2024-02-05,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,7
T000294,C00483,2024-06-20,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Nuno Melo!",4,10
T000295,C00484,2024-06-01,Chat,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,6
T000296,C00486,2023-08-18,Telefone,Cobrança,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,2,2
T000297,C00488,2024-02-05,Email,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,5
T000298,C00490,2023-09-27,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Quezia Silva!",4,9
T000299,C00493,2025-01-20,Telefone,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,6
T000300,C00493,2023-08-08,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00493@exemplo.com.br.,3,8
T000301,C00493,2023-09-06,Telefone,Cancelamento,Já pedi cancelamento e continuam cobrando. Falar com Henrique Moraes no telefone 21 3344-5566.,3,6
T000302,C00495,2024-11-12,Telefone,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00495@exemplo.com.br.,4,8
T000303,C00496,2024-04-08,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,9
T000304,C00497,2023-06-28,Chat,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c00497@exemplo.com.br e ainda não recebi retorno.",3,6
T000305,C00498,2024-09-16,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",3,6
T000306,C00498,2023-04-06,Telefone,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,1,3
T000307,C00498,2023-12-27,Telefone,Cobrança,Já pedi cancelamento e continuam cobrando. Falar com Lucas Araújo no telefone 21 3344-5566.,2,3
T000308,C00501,2023-07-05,Telefone,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,2,5
T000309,C00501,2024-08-03,Email,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,1,4
T000310,C00502,2023-07-09,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,4
T000311,C00504,2023-05-13,Telefone,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,6
T000312,C00509,2025-07-01,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000313,C00510,2023-12-18,Telefone,Técnico,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,6
T000314,C00513,2023-08-16,Telefone,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c00513@exemplo.com.br e ainda não recebi retorno.",1,2
T000315,C00514,2024-10-25,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Lucas Martins!",5,7
T000316,C00516,2024-09-24,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Ana Oliveira!",5,8
T000317,C00522,2025-06-03,Telefone,Técnico,"Serviço caindo toda hora, um absurdo. Meu email é c00522@exemplo.com.br e ainda não recebi retorno.",3,6
T000318,C00523,2024-07-12,Telefone,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000319,C00524,2023-07-04,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Sofia Almeida!",3,6
T000320,C00525,2023-04-26,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,9
T000321,C00527,2024-05-26,Email,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00527@exemplo.com.br.,3,5
T000322,C00527,2024-04-21,Telefone,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,2,4
T000323,C00528,2024-04-22,Email,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000324,C00529,2025-03-08,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,7
T000325,C00530,2023-10-16,Chat,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,8
T000326,C00535,2023-12-09,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000327,C00537,2023-11-05,Telefone,Técnico,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,6
T000328,C00537,2023-02-15,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,10
T000329,C00538,2023-04-01,Email,Cobrança,Já pedi cancelamento e continuam cobrando. Falar com Karina Araújo no telefone 21 3344-5566.,2,4
T000330,C00543,2024-03-25,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Karina Rocha!",5,10
T000331,C00544,2025-07-11,Chat,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,7
T000332,C00544,2024-06-02,Telefone,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,7
T000333,C00549,2024-05-17,Chat,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c00549@exemplo.com.br e ainda não recebi retorno.",2,4
T000334,C00549,2025-05-17,Telefone,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00549@exemplo.com.br.,3,5
T000335,C00550,2024-01-05,Chat,Dúvida,Como faço para alterar meu plano? Podem me contatar no c00550@exemplo.com.br.,3,5
T000336,C00551,2024-04-16,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000337,C00552,2024-12-25,Chat,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,7
T000338,C00553,2023-10-19,Chat,Dúvida,Como faço para alterar meu plano? Podem me contatar no c00553@exemplo.com.br.,4,4
T000339,C00554,2025-01-28,Email,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,1,4
T000340,C00555,2025-01-18,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,8
T000341,C00557,2024-03-18,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,6
T000342,C00557,2023-09-24,Chat,Cancelamento,Já pedi cancelamento e continuam cobrando. Falar com Elaine Ribeiro no telefone 21 3344-5566.,3,3
T000343,C00557,2024-04-05,Email,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,4
T000344,C00557,2025-02-24,Chat,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,3
T000345,C00563,2023-03-20,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,6
T000346,C00563,2023-02-23,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Gabriela Araújo!",4,6
T000347,C00565,2023-09-17,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000348,C00566,2023-09-04,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Paulo Moraes!",5,10
T000349,C00567,2025-04-06,Chat,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,4
T000350,C00567,2025-06-20,Telefone,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,4
T000351,C00567,2023-04-25,Email,Técnico,Já pedi cancelamento e continuam cobrando. Falar com Bruno Souza no telefone 21 3344-5566.,3,3
T000352,C00568,2024-01-14,Telefone,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,7
T000353,C00569,2023-02-05,Email,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,5
T000354,C00574,2023-12-07,Chat,Cancelamento,Já pedi cancelamento e continuam cobrando. Falar com Diego Melo no telefone 21 3344-5566.,3,5
T000355,C00575,2025-03-10,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Diego Araújo!",5,6
T000356,C00580,2024-09-10,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,7
T000357,C00583,2023-10-23,Chat,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000358,C00585,2024-01-27,Email,Cobrança,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,1,1
T000359,C00585,2024-07-18,Telefone,Técnico,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,1,1
T000360,C00590,2023-06-02,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,9
T000361,C00591,2024-11-08,Email,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,2,6
T000362,C00591,2023-05-05,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,10
T000363,C00593,2023-03-23,Telefone,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,3
T000364,C00593,2023-01-06,Email,Técnico,"Serviço caindo toda hora, um absurdo. Meu email é c00593@exemplo.com.br e ainda não recebi retorno.",3,3
T000365,C00595,2023-04-19,Telefone,Técnico,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,6
T000366,C00595,2025-04-13,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,9
T000367,C00596,2024-01-07,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000368,C00597,2025-02-25,Email,Dúvida,Como faço para alterar meu plano? Podem me contatar no c00597@exemplo.com.br.,3,8
T000369,C00598,2024-03-23,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000370,C00600,2023-11-08,Telefone,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000371,C00603,2023-09-15,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Ana Ribeiro!",3,6
T000372,C00606,2023-06-10,Telefone,Técnico,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,5
T000373,C00606,2025-03-22,Telefone,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,6
T000374,C00607,2025-02-22,Email,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,8
T000375,C00608,2025-04-15,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00608@exemplo.com.br.,4,8
T000376,C00609,2025-05-03,Chat,Cancelamento,Já pedi cancelamento e continuam cobrando. Falar com Olívia Cardoso no telefone 21 3344-5566.,1,4
T000377,C00610,2024-02-08,Chat,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,6
T000378,C00611,2024-06-01,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,7
T000379,C00612,2025-07-17,Telefone,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,7
T000380,C00614,2025-02-21,Telefone,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,3
T000381,C00614,2023-01-13,Telefone,Dúvida,Como faço para alterar meu plano? Podem me contatar no c00614@exemplo.com.br.,2,3
T000382,C00617,2023-11-13,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Henrique Rocha!",4,6
T000383,C00620,2024-05-16,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,8
T000384,C00620,2024-07-12,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Marina Ribeiro!",5,8
T000385,C00621,2023-02-06,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Quezia Pereira!",5,9
T000386,C00622,2023-08-22,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Marina Rocha!",5,6
T000387,C00625,2024-12-26,Telefone,Técnico,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,3
T000388,C00626,2023-08-14,Chat,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000389,C00630,2024-02-03,Telefone,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,5
T000390,C00634,2023-03-27,Chat,Cancelamento,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,1,6
T000391,C00639,2023-10-19,Telefone,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000392,C00639,2024-01-24,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Gabriela Ribeiro!",5,10
T000393,C00640,2023-09-16,Email,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,6
T000394,C00642,2025-01-15,Email,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00642@exemplo.com.br.,3,8
T000395,C00642,2024-07-03,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,10
T000396,C00645,2024-08-22,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,6
T000397,C00646,2024-12-05,Chat,Técnico,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,1,4
T000398,C00646,2025-03-21,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",3,6
T000399,C00648,2024-11-14,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,9
T000400,C00650,2023-05-27,Email,Técnico,Já pedi cancelamento e continuam cobrando. Falar com Tiago Oliveira no telefone 21 3344-5566.,2,4
T000401,C00652,2024-10-13,Email,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000402,C00657,2025-05-06,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000403,C00661,2023-05-23,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Rafael Oliveira!",4,10
T000404,C00663,2023-07-25,Telefone,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00663@exemplo.com.br.,2,6
T000405,C00669,2024-11-22,Chat,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,6
T000406,C00670,2024-09-03,Email,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,6
T000407,C00671,2025-01-13,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,7
T000408,C00672,2024-02-07,Telefone,Dúvida,Como faço para alterar meu plano? Podem me contatar no c00672@exemplo.com.br.,4,8
T000409,C00673,2024-09-25,Chat,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,2,6
T000410,C00675,2024-02-02,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000411,C00675,2024-05-03,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Ana Teixeira!",5,10
T000412,C00676,2023-08-27,Chat,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,5
T000413,C00678,2025-06-22,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,8
T000414,C00679,2024-01-18,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00679@exemplo.com.br.,4,4
T000415,C00682,2024-05-12,Email,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,8
T000416,C00689,2023-06-02,Telefone,Técnico,"Serviço caindo toda hora, um absurdo. Meu email é c00689@exemplo.com.br e ainda não recebi retorno.",1,6
T000417,C00690,2025-03-02,Email,Técnico,Já pedi cancelamento e continuam cobrando. Falar com Henrique Teixeira no telefone 21 3344-5566.,3,3
T000418,C00691,2023-12-08,Telefone,Cancelamento,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,4
T000419,C00691,2024-03-19,Email,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,4
T000420,C00692,2023-10-23,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, João Almeida!",3,6
T000421,C00693,2025-04-27,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Gabriela Moraes!",4,7
T000422,C00697,2023-05-15,Email,Cancelamento,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,1,5
T000423,C00697,2024-12-13,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",3,7
T000424,C00701,2023-06-22,Chat,Cancelamento,Já pedi cancelamento e continuam cobrando. Falar com Henrique Silva no telefone 21 3344-5566.,3,5
T000425,C00701,2023-01-13,Telefone,Dúvida,Como faço para alterar meu plano? Podem me contatar no c00701@exemplo.com.br.,4,6
T000426,C00703,2024-04-01,Email,Cobrança,Como faço para alterar meu plano? Podem me contatar no c00703@exemplo.com.br.,4,7
T000427,C00705,2023-04-20,Chat,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c00705@exemplo.com.br e ainda não recebi retorno.",3,5
T000428,C00705,2025-08-26,Telefone,Técnico,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,5
T000429,C00705,2023-09-10,Email,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,6
T000430,C00706,2023-12-21,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",3,6
T000431,C00708,2023-01-18,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Bruno Ferreira!",3,8
